Photoshop CC 2018 (Ver. 20.0.6),Overall Basic Score,,667.8,Score
Photoshop CC 2018 (Ver. 20.0.6),General Score (8 Bits/Channel),,61,Score
Photoshop CC 2018 (Ver. 20.0.6),Filter Score (8 Bits/Channel),,62.9,Score
Photoshop CC 2018 (Ver. 20.0.6),GPU Score (8 Bits/Channel),,58.1,Score
Photoshop CC 2018 (Ver. 20.0.6),Photomerge Score,,86.1,Score
Photoshop CC 2019 (Ver. 20.0.6),RAW File Open (8 Bits/Channel),Best Time,1.74,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Resize to 500MB (8 Bits/Channel),Best Time,2.15,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Rotate (8 Bits/Channel),Best Time,1.17,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Magic Wand Select (8 Bits/Channel),Best Time,17.63,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Mask Refinement (8 Bits/Channel),Best Time,4.38,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Paint Bucket (8 Bits/Channel),Best Time,2.84,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Gradient (8 Bits/Channel),Best Time,0.52,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Content Aware Fill (8 Bits/Channel),Best Time,7.06,Seconds
Photoshop CC 2019 (Ver. 20.0.6),PSD File Save (8 Bits/Channel),Best Time,5.71,Seconds
Photoshop CC 2019 (Ver. 20.0.6),PSD File Open (8 Bits/Channel),Best Time,3.5,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Camera Raw Filter (8 Bits/Channel),Best Time,8.23,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Lens Correction (8 Bits/Channel),Best Time,16.7,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Reduce Noise (8 Bits/Channel),Best Time,25.22,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Smart Sharpen (8 Bits/Channel),Best Time,30.76,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Field Blur (8 Bits/Channel),Best Time,20.87,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Tilt-Shift Blur (8 Bits/Channel),Best Time,20.79,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Iris Blur (8 Bits/Channel),Best Time,23.17,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Adaptive Wide Angle (8 Bits/Channel),Best Time,25.18,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Liquify (8 Bits/Channel),Best Time,5.63,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Photomerge 22MP Images,Best Time,78.79,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Photomerge 45MP Images,Best Time,110.41,Seconds
